ListName,ItemOrder,Item,Convert,Use in ,ItemDescription,FieldUsedIn,ValidateLoops,Validate,Note,Flag
RealmClass,29,Rl,,,Rock - Lava Flow,RealmClass,,TRUE,,FALSE
RealmClass,30,Ro,,,Rock - Outcrop,RealmClass,,TRUE,,FALSE
RealmClass,31,Rt,,,Rock - Talus,RealmClass,,TRUE,,FALSE
RealmClass,32,Sc,,,Shrub - Shrubland,RealmClass,,TRUE,,FALSE
RealmClass,33,Sk,,,Shrub - Krummholz,RealmClass,,TRUE,,FALSE
RealmClass,34,Vh,,,Avalanche - Herb Meadow,RealmClass,,TRUE,,FALSE
RealmClass,35,Vs,,,Avalanche - Shrub Thicket,RealmClass,,TRUE,,FALSE
RealmClass,36,Vt,,,Avalanche - Treed,RealmClass,,TRUE,,FALSE
RealmClass,37,Wa,,,Wetland - Alpine,RealmClass,,TRUE,,FALSE
RealmClass,38,Wb,,,Wetland - Bog,RealmClass,,TRUE,,FALSE
RealmClass,39,Wf,,,Wetland - Fen,RealmClass,,TRUE,,FALSE
RealmClass,40,Wm,,,Wetland - Marsh,RealmClass,,TRUE,,FALSE
RealmClass,41,Ws,,,Wetland - Swamp,RealmClass,,TRUE,,FALSE
RealmClass,42,Ww,,,Wetland - ShallowWater,RealmClass,,TRUE,,FALSE
RealmClass,43,Xa,,,Anthropogenic Disclimax,RealmClass,,TRUE,,FALSE
RealmClass,44,Xv,,,Vegetation Disclimax,RealmClass,,TRUE,,FALSE
RealmClass,45,Xz,,,Zoogenic Disclimax,RealmClass,,TRUE,,FALSE
RootZoneParticleSize,1,,NoData,,Null,,,FALSE,,FALSE
RootZoneParticleSize,2,A,,,Ashy,,,FALSE,,FALSE
RootZoneParticleSize,3,AS,,,Ashey-skeletal,,,FALSE,,FALSE
RootZoneParticleSize,4,C,,,Clayey,,,FALSE,,FALSE
RootZoneParticleSize,5,CI,,,Cindery,,,FALSE,,FALSE
RootZoneParticleSize,6,CL,,,Coarse-loamy,,,FALSE,,FALSE
RootZoneParticleSize,7,CLS,,,Coarse loamy-skeletal,,,FALSE,,FALSE
RootZoneParticleSize,8,CS,,,Clayey-skeletal,,,FALSE,,FALSE
RootZoneParticleSize,9,CSI,,,Coarse-silty,,,FALSE,,FALSE
RootZoneParticleSize,10,F,,,Fragmental,,,FALSE,,FALSE
RootZoneParticleSize,11,FC,,,Fine-clayey,,,FALSE,,FALSE
RootZoneParticleSize,12,FL,,,Fine-loamy,,,FALSE,,FALSE
RootZoneParticleSize,13,FLS,,,Fine loamy-skeletal,,,FALSE,,FALSE
RootZoneParticleSize,14,FSI,,,Fine-silty,,,FALSE,,FALSE
RootZoneParticleSize,15,G,,,Grumic,,,FALSE,,FALSE
RootZoneParticleSize,16,L,,,Loamy,,,FALSE,,FALSE
RootZoneParticleSize,17,S,,,Sandy,,,FALSE,,FALSE
RootZoneParticleSize,18,SS,,,Sandy-skeletal,,,FALSE,,FALSE
RootZoneParticleSize,19,T,,,Thixotropic,,,FALSE,,FALSE
RootZoneParticleSize,20,TS,,,Thixotropic-skeletal,,,FALSE,,FALSE
RootZoneParticleSize,21,VFC,,,Very fine-clayey,,,FALSE,,FALSE
RootZoneParticleSize,22,Fi,,,Fibric,,,FALSE,,FALSE
RootZoneParticleSize,23,Me,,,Mesic,,,FALSE,,FALSE
RootZoneParticleSize,24,Hu,,,Humic,,,FALSE,,FALSE
RootZoneParticleSize,25,Wo,,,Woody,,,FALSE,,FALSE
SiteDisturbance,9,A.p,,,atmospheric pollution,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,10,A.p.ac,,,acid rain,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,11,A.p.to,,,toxic gases,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,12,A.w,,,windthrow,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,13,B,,,Biotic effects,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,14,B.b,,,beaver tree cutting,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,15,B.d,,,domestic grazing/browsing,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,16,B.w,,,wildlife grazing/browsing,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,17,B.e,,,excrement accumulation (other than that normally associated with,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,18,B.i,,,insects,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,19,B.i.ki,,,insect kill,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,20,B.i.in,,,infestation,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,21,B.p,,,disease,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,22,B.t,,,turbation (soil),SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,23,B.v,,,aggressive vegetation,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,24,D,,,Disposals,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,25,D.c,,,chemical spill or disposal,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,26,D.e,,,effluent disposal,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,27,D.g,,,domestic garbage disposal,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,28,D.o,,,oil spill or disposal,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,29,D.r,,,radioactive waste disposal or exposure,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,30,F,,,Fires,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,31,F.c,,,overstorey crown fire,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,32,F.g,,,light surface (ground) fire,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,33,F.r,,,repeated light surface fires,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,34,F.s,,,severe surface fire,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,35,F.i,,,repeated severe surface fires,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,36,F.l,,,burning of logging slash,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,37,F.l.bb,,,broadcast burn,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,38,F.l.pb,,,piled and burned,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,39,F.l.wb,,,burned windrows,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,40,L,,,Forest harvesting,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,41,L.l,,,land clearing (includes abandoned agriculture),SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,42,L.a,,,patch cut system,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,43,L.a.wr,,,with reserves,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,44,L.c,,,"clearcut system (if slashburned, see also ""Fires"")",SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,45,L.c.wr,,,with reserves (patch retention),SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,46,L.d,,,seed tree system,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,47,L.d.un,,,uniform,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,1,,,,null,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,2,A,,,Atmosphere-related effects,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,3,A.e,,,climatic extremes,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,4,A.e.co,,,extreme cold,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,5,A.e.ht,,,extreme heat,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,6,A.e.gl,,,glaze ice,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,7,A.e.ha,,,severe hail,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,8,A.e.sn,,,heavy snow,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,48,L.d.gr,,,grouped,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,49,L.e,,,selection system,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,50,L.e.gr,,,group selection,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,51,L.e.si,,,single tree,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,52,L.e.st,,,strip,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,53,L.s,,,shelterwood system,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,54,L.s.un,,,uniform,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,55,L.s.gr,,,group,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,56,L.s.st,,,strip,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,57,L.s.ir,,,irregular,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,58,L.s.na,,,natural,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,59,L.s.nu,,,nurse tree,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,60,L.o,,,coppice,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,61,M,,,Plant or site modification effects,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,62,M.c,,,herbicide use (chemical),SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,63,M.f,,,"fertilization (specify type under ""Notes"")",SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,64,M.i,,,irrigation,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,65,M.g,,,seeded or planted to grasses,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,66,M.h,,,seeded or planted to herbs,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,67,M.s,,,planted or seeded to shrubs,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,68,M.t,,,planted or seeded to trees,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,69,M.p,,,gathering or removal of plant products,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,70,M.f,,,firewood gathering,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,71,M.m,,,mushrooms,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,72,M.o,,,moss,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,73,M.s,,,"shrubs (e.g., salal, falsebox)",SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,74,M.x,,,"other (specify under ""Notes"")",SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,75,R,,,Recreation-related effects,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,76,R.m,,,motorized trails,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,77,R.m.ec,,,constructed trail,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,78,R.m.it,,,informal trail,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,79,R.m.bt,,,braided trail sections,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,80,R.m.tr,,,trampling – temporary use,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,81,R.m.mb,,,mud bogging/rutting,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,82,R.m.wi,,,winter use trails,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,83,R.t,,,non-motorized trails,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,84,R.t.ec,,,constructed trail,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,85,R.t.it,,,informal trails,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,86,R.t.bt,,,braided trails section,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,87,R.t.tr,,,trampling – single use,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,88,R.t.mb,,,mucking and trail entrenchment,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,89,R.t.wi,,,winter use trails,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,90,R.c,,,camping,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,91,R.c.ec,,,established camp site,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,92,R.c.ic,,,informal camp site,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,93,R.l,,,litter and debris,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,94,R.p,,,plant introductions,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,95,S,,,Soil disturbance,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,96,S.a,,,cultivation (agricultural),SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,97,S.c,,,compaction,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,98,S.g,,,gouging (> 5 cm into mineral soil),SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,99,S.s,,,scalping (forest floor removed),SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,100,S.f,,,sidecast/fill,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,101,S.r,,,"road bed, abandoned",SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,102,S.t,,,"railway, abandoned",SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,103,S.e,,,excavation,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,104,S.m,,,mining effects,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,105,S.m.pt,,,placer tailings,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,106,S.m.rq,,,rock quarrying (including open pit mines),SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,107,S.m.ta,,,tailings,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,108,S.p,,,mechanical site preparation,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,109,S.p.bb,,,brush blading,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,110,S.p.ds,,,drag scarification (anchor chain or shark fin),SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,111,S.p.dt,,,disc trenching,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,112,S.p.md,,,mounding,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,113,S.p.ps,,,patch scarification,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,114,S.p.vp,,,V-plowing,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,115,S.p.xx,,,other (specify under “Notes”),SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,116,T,,,Terrain-related effects,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,117,T.a,,,avalanche,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,118,T.d,,,recent deglaciation,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,119,T.e,,,eolian (active deflation or deposition),SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,120,T.s,,,"terrain failures (active/recent slumps, slides, solifluction, etc.)",SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,121,T.v,,,volcanic activity,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,122,W,,,Water-related effects,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,123,W.i,,,inundation (including temporary inundation resulting from beaver activity),SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,124,W.s,,,temporary seepage (usually artificially induced; excludes intermittent seepage resulting from climate,SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,125,W.d,,,"water table control (diking, damming)",SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,126,W.e,,,water table depression (associated with extensive water extraction from wells),SiteDisturbance,3,TRUE,,FALSE
SiteDisturbance,127,X,,,"Miscellaneous (For other disturbance types, enter “X” and describe under “Notes"")",SiteDisturbance,3,TRUE,,FALSE
SiteModifier,17,m,,,Medium-textured soils,SiteModifier1 & 2,,FALSE,,FALSE
SiteModifier,0,,,,Null,SiteModifier1 & 2,,FALSE,,FALSE
SiteModifier,12,x,,,Drier than typical,SiteModifier1 & 2,,FALSE,,FALSE
SiteModifier,13,y,,,Moister than typical,SiteModifier1 & 2,,FALSE,,FALSE
SiteModifier,14,c,,,Coarse-textured soils,SiteModifier1 & 2,,FALSE,,FALSE
SiteModifier,15,d,,,Deep soil,SiteModifier1 & 2,,FALSE,,FALSE
SiteModifier,16,f,,,Fine-textured soils,SiteModifier1 & 2,,FALSE,,FALSE
SiteModifier,18,p,,,Peaty material,SiteModifier1 & 2,,FALSE,,FALSE
SiteModifier,19,s,Lithic,Special Count,Shallow soils,SiteModifier1 & 2,,FALSE,,FALSE
SiteModifier,20,v,Lithic,Special Count,Very shallow soils,SiteModifier1 & 2,,FALSE,,FALSE
SiteModifier,1,a,Flood,Special Count,Active floodplain,SiteModifier1 & 2,,FALSE,,FALSE
SiteModifier,2,g,,,Gullying occuring,SiteModifier1 & 2,,FALSE,,FALSE
SiteModifier,3,h,,,Hummocky terrain,SiteModifier1 & 2,,FALSE,,FALSE
SiteModifier,4,i,,,Gentle slope,SiteModifier1 & 2,,FALSE,,FALSE
SiteModifier,5,k,,,Cool aspect,SiteModifier1 & 2,,FALSE,,FALSE
SiteModifier,6,n,,,Fan,SiteModifier1 & 2,,FALSE,,FALSE
SiteModifier,7,q,,,Very steep cool aspect,SiteModifier1 & 2,,FALSE,,FALSE
SiteModifier,8,r,,,Ridge,SiteModifier1 & 2,,FALSE,,FALSE
SiteModifier,9,t,,,Terrace,SiteModifier1 & 2,,FALSE,,FALSE
SiteModifier,10,w,,,Warm aspect,SiteModifier1 & 2,,FALSE,,FALSE
SiteModifier,11,z,Insolated,Insolated,Very steep warm aspect,SiteModifier1 & 2,,FALSE,,FALSE
SnowCoverRegime,1,A,,,Very exposed,SnowCoverRegime,,FALSE,,FALSE
SnowCoverRegime,2,B,,,Exposed,SnowCoverRegime,,FALSE,,FALSE
SnowCoverRegime,3,C,,,Neutral,SnowCoverRegime,,FALSE,,FALSE
SnowCoverRegime,4,D,Snow,Special Count,Protected,SnowCoverRegime,,FALSE,,FALSE
SnowCoverRegime,5,E,Snow,Special Count,Very protected,SnowCoverRegime,,FALSE,,FALSE
SnowCoverRegime,6,,,,Null,SnowCoverRegime,,FALSE,,FALSE
SoilClassGroup,1,,NoData,,Null,SoilClassGroup,,TRUE,,FALSE
SoilClassGroup,2,BRC,Ah,,Brown Chernozem,SoilClassGroup,,TRUE,,FALSE
SoilClassGroup,3,BLC,Ah,,Black Chernozem,SoilClassGroup,,TRUE,,FALSE
SoilClassGroup,4,B,,,Brunisol Order,SoilClassGroup,,TRUE,,FALSE
SoilClassGroup,5,DBC,Ah,,Dark Brown Chernozem,SoilClassGroup,,TRUE,,FALSE
SoilClassGroup,6,DGC,Ah,,Dark Gray Chernozem,SoilClassGroup,,TRUE,,FALSE
SoilClassGroup,7,DYB,,,Dystric Brunisol,SoilClassGroup,,TRUE,,FALSE
SoilClassGroup,8,EB,,,Eutric Brunisol,SoilClassGroup,,TRUE,,FALSE
SoilClassGroup,9,F,,,Fibrisol,SoilClassGroup,,TRUE,,FALSE
SoilClassGroup,10,FHP,,,Ferro-Humic Podzol,SoilClassGroup,,TRUE,,FALSE
SoilClassGroup,11,FO,,,Folisol,SoilClassGroup,,TRUE,,FALSE
SoilClassGroup,12,G,gley,,Gleysol,SoilClassGroup,,TRUE,,FALSE
SoilClassGroup,13,GBL,,,Gray Brown Luvisol,SoilClassGroup,,TRUE,,FALSE
SoilClassGroup,14,GL,,,Gray Luvisol,SoilClassGroup,,TRUE,,FALSE
SoilClassGroup,15,H,,,Humisol,SoilClassGroup,,TRUE,,FALSE
SoilClassGroup,16,HFP,,,Humo-Ferric Podzol,SoilClassGroup,,TRUE,,FALSE
SoilClassGroup,17,HG,gley,,Humic Gleysol,SoilClassGroup,,TRUE,,FALSE
SoilClassGroup,18,HP,,,Humic Podzol,SoilClassGroup,,TRUE,,FALSE
